Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
inactive,2015-08-01 17:56:00,2015-08-01 10:56:00,2015-08-01 18:08:00,2015-08-01 11:08:00,14.5,0,79
light_activity,2015-08-01 18:08:00,2015-08-01 11:08:00,2015-08-01 18:11:00,2015-08-01 11:11:00,5.9,36,74
inactive,2015-08-01 18:11:00,2015-08-01 11:11:00,2015-08-01 18:32:00,2015-08-01 11:32:00,29.5,0,75
light_activity,2015-08-01 18:32:00,2015-08-01 11:32:00,2015-08-01 18:33:00,2015-08-01 11:33:00,2,8,77
inactive,2015-08-01 18:33:00,2015-08-01 11:33:00,2015-08-01 19:32:00,2015-08-01 12:32:00,78.8,0,75
light_activity,2015-08-01 19:32:00,2015-08-01 12:32:00,2015-08-01 19:33:00,2015-08-01 12:33:00,1.9,7,87
inactive,2015-08-01 19:33:00,2015-08-01 12:33:00,2015-08-01 19:36:00,2015-08-01 12:36:00,4.4,0,71
light_activity,2015-08-01 19:36:00,2015-08-01 12:36:00,2015-08-01 19:37:00,2015-08-01 12:37:00,2,11,95
inactive,2015-08-01 19:37:00,2015-08-01 12:37:00,2015-08-01 19:45:00,2015-08-01 12:45:00,12.2,0,93
light_activity,2015-08-01 19:45:00,2015-08-01 12:45:00,2015-08-01 19:46:00,2015-08-01 12:46:00,1.9,8,78
inactive,2015-08-01 19:46:00,2015-08-01 12:46:00,2015-08-01 19:50:00,2015-08-01 12:50:00,6.2,0,89
light_activity,2015-08-01 19:50:00,2015-08-01 12:50:00,2015-08-01 19:54:00,2015-08-01 12:54:00,14.8,6,93
inactive,2015-08-01 19:54:00,2015-08-01 12:54:00,2015-08-01 20:30:00,2015-08-01 13:30:00,51.6,0,83
light_activity,2015-08-01 20:30:00,2015-08-01 13:30:00,2015-08-01 20:32:00,2015-08-01 13:32:00,9.4,0,113
inactive,2015-08-01 20:32:00,2015-08-01 13:32:00,2015-08-01 20:52:00,2015-08-01 13:52:00,27.3,0,88
light_activity,2015-08-01 20:52:00,2015-08-01 13:52:00,2015-08-01 20:59:00,2015-08-01 13:59:00,43.3,403,113
inactive,2015-08-01 20:59:00,2015-08-01 13:59:00,2015-08-01 21:03:00,2015-08-01 14:03:00,5,0,76
light_activity,2015-08-01 21:03:00,2015-08-01 14:03:00,2015-08-01 21:25:00,2015-08-01 14:25:00,91.5,393,98
inactive,2015-08-01 21:25:00,2015-08-01 14:25:00,2015-08-01 21:28:00,2015-08-01 14:28:00,3.2,0,82
light_activity,2015-08-01 21:28:00,2015-08-01 14:28:00,2015-08-01 21:36:00,2015-08-01 14:36:00,24.9,191,91
inactive,2015-08-01 21:36:00,2015-08-01 14:36:00,2015-08-01 22:01:00,2015-08-01 15:01:00,26.3,0,80
light_activity,2015-08-01 22:01:00,2015-08-01 15:01:00,2015-08-01 22:04:00,2015-08-01 15:04:00,8.5,79,87
inactive,2015-08-01 22:04:00,2015-08-01 15:04:00,2015-08-01 22:07:00,2015-08-01 15:07:00,3.7,0,85
light_activity,2015-08-01 22:07:00,2015-08-01 15:07:00,2015-08-01 22:15:00,2015-08-01 15:15:00,17.2,105,86
inactive,2015-08-01 22:15:00,2015-08-01 15:15:00,2015-08-01 22:18:00,2015-08-01 15:18:00,3.5,0,83
light_activity,2015-08-01 22:18:00,2015-08-01 15:18:00,2015-08-01 22:22:00,2015-08-01 15:22:00,15.5,164,95
inactive,2015-08-01 22:22:00,2015-08-01 15:22:00,2015-08-01 22:43:00,2015-08-01 15:43:00,25.6,0,78
light_activity,2015-08-01 22:43:00,2015-08-01 15:43:00,2015-08-01 22:47:00,2015-08-01 15:47:00,18.5,210,82
inactive,2015-08-01 22:47:00,2015-08-01 15:47:00,2015-08-01 22:59:00,2015-08-01 15:59:00,18.3,0,83
light_activity,2015-08-01 22:59:00,2015-08-01 15:59:00,2015-08-01 23:04:00,2015-08-01 16:04:00,19.5,189,93
inactive,2015-08-01 23:04:00,2015-08-01 16:04:00,2015-08-01 23:07:00,2015-08-01 16:07:00,3.2,0,90
light_activity,2015-08-01 23:07:00,2015-08-01 16:07:00,2015-08-01 23:08:00,2015-08-01 16:08:00,7.9,88,102
inactive,2015-08-01 23:08:00,2015-08-01 16:08:00,2015-08-01 23:17:00,2015-08-01 16:17:00,13.1,0,77
light_activity,2015-08-01 23:17:00,2015-08-01 16:17:00,2015-08-01 23:19:00,2015-08-01 16:19:00,4.4,27,75
inactive,2015-08-01 23:19:00,2015-08-01 16:19:00,2015-08-01 23:30:00,2015-08-01 16:30:00,16.3,0,82
light_activity,2015-08-01 23:30:00,2015-08-01 16:30:00,2015-08-01 23:41:00,2015-08-01 16:41:00,45.4,419,98
inactive,2015-08-01 23:41:00,2015-08-01 16:41:00,2015-08-02 00:11:00,2015-08-01 17:11:00,40.3,0,83
light_activity,2015-08-02 00:11:00,2015-08-01 17:11:00,2015-08-02 00:22:00,2015-08-01 17:22:00,32.6,232,99
moderate_activity,2015-08-02 00:22:00,2015-08-01 17:22:00,2015-08-02 01:12:00,2015-08-01 18:12:00,638.6,7372,141
inactive,2015-08-02 01:12:00,2015-08-01 18:12:00,2015-08-02 01:15:00,2015-08-01 18:15:00,3.7,0,101
light_activity,2015-08-02 01:15:00,2015-08-01 18:15:00,2015-08-02 01:20:00,2015-08-01 18:20:00,18.1,48,112
off_wrist,2015-08-02 01:20:00,2015-08-01 18:20:00,2015-08-02 01:48:00,2015-08-01 18:48:00,25.3,0,
light_activity,2015-08-02 01:48:00,2015-08-01 18:48:00,2015-08-02 02:03:00,2015-08-01 19:03:00,49.2,222,103
inactive,2015-08-02 02:03:00,2015-08-01 19:03:00,2015-08-02 02:08:00,2015-08-01 19:08:00,6.7,0,87
light_activity,2015-08-02 02:08:00,2015-08-01 19:08:00,2015-08-02 02:18:00,2015-08-01 19:18:00,25.5,115,99
inactive,2015-08-02 02:18:00,2015-08-01 19:18:00,2015-08-02 02:29:00,2015-08-01 19:29:00,14.4,0,92
light_activity,2015-08-02 02:29:00,2015-08-01 19:29:00,2015-08-02 02:33:00,2015-08-01 19:33:00,14.3,120,97
inactive,2015-08-02 02:33:00,2015-08-01 19:33:00,2015-08-02 02:41:00,2015-08-01 19:41:00,10.9,0,95
light_activity,2015-08-02 02:41:00,2015-08-01 19:41:00,2015-08-02 02:46:00,2015-08-01 19:46:00,16.1,134,100
inactive,2015-08-02 02:46:00,2015-08-01 19:46:00,2015-08-02 02:56:00,2015-08-01 19:56:00,16.4,0,96
light_activity,2015-08-02 02:56:00,2015-08-01 19:56:00,2015-08-02 02:57:00,2015-08-01 19:57:00,2.2,13,99
inactive,2015-08-02 02:57:00,2015-08-01 19:57:00,2015-08-02 03:13:00,2015-08-01 20:13:00,19.8,0,85
light_activity,2015-08-02 03:13:00,2015-08-01 20:13:00,2015-08-02 03:16:00,2015-08-01 20:16:00,10.7,53,103
inactive,2015-08-02 03:16:00,2015-08-01 20:16:00,2015-08-02 03:25:00,2015-08-01 20:25:00,11.3,0,86
inactive,2015-08-02 03:25:00,2015-08-01 20:25:00,2015-08-02 03:49:00,2015-08-01 20:49:00,22.9,0,81
light_activity,2015-08-02 03:49:00,2015-08-01 20:49:00,2015-08-02 03:52:00,2015-08-01 20:52:00,8.1,45,97
moderate_activity,2015-08-02 03:52:00,2015-08-01 20:52:00,2015-08-02 04:04:00,2015-08-01 21:04:00,83.7,1036,108
light_activity,2015-08-02 04:04:00,2015-08-01 21:04:00,2015-08-02 04:05:00,2015-08-01 21:05:00,2.5,18,99
inactive,2015-08-02 04:05:00,2015-08-01 21:05:00,2015-08-02 04:15:00,2015-08-01 21:15:00,12.9,0,88
light_activity,2015-08-02 04:15:00,2015-08-01 21:15:00,2015-08-02 04:23:00,2015-08-01 21:23:00,38.3,322,102
inactive,2015-08-02 04:23:00,2015-08-01 21:23:00,2015-08-02 07:22:00,2015-08-02 00:22:00,182.7,146,75
light_activity,2015-08-02 07:22:00,2015-08-02 00:22:00,2015-08-02 07:26:00,2015-08-02 00:26:00,10,74,91
inactive,2015-08-02 07:26:00,2015-08-02 00:26:00,2015-08-02 07:38:00,2015-08-02 00:38:00,11.1,0,81
light_activity,2015-08-02 07:38:00,2015-08-02 00:38:00,2015-08-02 07:40:00,2015-08-02 00:40:00,5.2,32,82
inactive,2015-08-02 07:40:00,2015-08-02 00:40:00,2015-08-02 08:40:00,2015-08-02 01:40:00,66.8,0,78
light_activity,2015-08-02 08:40:00,2015-08-02 01:40:00,2015-08-02 08:41:00,2015-08-02 01:41:00,1.9,8,78
inactive,2015-08-02 08:41:00,2015-08-02 01:41:00,2015-08-02 08:44:00,2015-08-02 01:44:00,3.5,0,76
light_activity,2015-08-02 08:44:00,2015-08-02 01:44:00,2015-08-02 08:47:00,2015-08-02 01:47:00,7.3,36,99
inactive,2015-08-02 08:47:00,2015-08-02 01:47:00,2015-08-02 13:06:00,2015-08-02 06:06:00,239,7,62
inactive,2015-08-02 13:06:00,2015-08-02 06:06:00,2015-08-02 13:09:00,2015-08-02 06:09:00,3.1,0,62
light_activity,2015-08-02 13:09:00,2015-08-02 06:09:00,2015-08-02 13:10:00,2015-08-02 06:10:00,1.1,6,63
inactive,2015-08-02 13:10:00,2015-08-02 06:10:00,2015-08-02 13:13:00,2015-08-02 06:13:00,2.9,0,62
light_activity,2015-08-02 13:13:00,2015-08-02 06:13:00,2015-08-02 13:21:00,2015-08-02 06:21:00,26.9,254,74
inactive,2015-08-02 13:21:00,2015-08-02 06:21:00,2015-08-02 13:49:00,2015-08-02 06:49:00,31.1,0,70
light_activity,2015-08-02 13:49:00,2015-08-02 06:49:00,2015-08-02 13:50:00,2015-08-02 06:50:00,4.3,62,71
inactive,2015-08-02 13:50:00,2015-08-02 06:50:00,2015-08-02 13:54:00,2015-08-02 06:54:00,5.5,0,81
light_activity,2015-08-02 13:54:00,2015-08-02 06:54:00,2015-08-02 14:00:00,2015-08-02 07:00:00,18.6,106,89
inactive,2015-08-02 14:00:00,2015-08-02 07:00:00,2015-08-02 14:03:00,2015-08-02 07:03:00,4.7,0,78
off_wrist,2015-08-02 14:03:00,2015-08-02 07:03:00,2015-08-02 14:39:00,2015-08-02 07:39:00,32.8,0,
light_activity,2015-08-02 14:39:00,2015-08-02 07:39:00,2015-08-02 14:52:00,2015-08-02 07:52:00,59,544,95
inactive,2015-08-02 14:52:00,2015-08-02 07:52:00,2015-08-02 14:55:00,2015-08-02 07:55:00,4.9,0,80
light_activity,2015-08-02 14:55:00,2015-08-02 07:55:00,2015-08-02 15:00:00,2015-08-02 08:00:00,32.2,337,99
inactive,2015-08-02 15:00:00,2015-08-02 08:00:00,2015-08-02 15:26:00,2015-08-02 08:26:00,42.5,0,75
light_activity,2015-08-02 15:26:00,2015-08-02 08:26:00,2015-08-02 15:40:00,2015-08-02 08:40:00,67.4,643,98
inactive,2015-08-02 15:40:00,2015-08-02 08:40:00,2015-08-02 15:46:00,2015-08-02 08:46:00,8.5,0,79
light_activity,2015-08-02 15:46:00,2015-08-02 08:46:00,2015-08-02 15:48:00,2015-08-02 08:48:00,11.9,147,86
inactive,2015-08-02 15:48:00,2015-08-02 08:48:00,2015-08-02 16:12:00,2015-08-02 09:12:00,29.4,0,78
light_activity,2015-08-02 16:12:00,2015-08-02 09:12:00,2015-08-02 16:25:00,2015-08-02 09:25:00,51.8,418,101
inactive,2015-08-02 16:25:00,2015-08-02 09:25:00,2015-08-02 17:57:00,2015-08-02 10:57:00,105.8,0,71
inactive,2015-08-02 17:57:00,2015-08-02 10:57:00,2015-08-02 18:36:00,2015-08-02 11:36:00,41.4,0,68
light_activity,2015-08-02 18:36:00,2015-08-02 11:36:00,2015-08-02 18:37:00,2015-08-02 11:37:00,1.5,6,73
inactive,2015-08-02 18:37:00,2015-08-02 11:37:00,2015-08-02 19:18:00,2015-08-02 12:18:00,53.4,0,68
moderate_activity,2015-08-02 19:18:00,2015-08-02 12:18:00,2015-08-02 19:29:00,2015-08-02 12:29:00,76.1,851,105
light_activity,2015-08-02 19:29:00,2015-08-02 12:29:00,2015-08-02 19:31:00,2015-08-02 12:31:00,4.3,17,88
inactive,2015-08-02 19:31:00,2015-08-02 12:31:00,2015-08-02 19:43:00,2015-08-02 12:43:00,19.2,0,72
light_activity,2015-08-02 19:43:00,2015-08-02 12:43:00,2015-08-02 19:44:00,2015-08-02 12:44:00,3.1,0,112
inactive,2015-08-02 19:44:00,2015-08-02 12:44:00,2015-08-02 19:47:00,2015-08-02 12:47:00,4.6,0,100
light_activity,2015-08-02 19:47:00,2015-08-02 12:47:00,2015-08-02 19:54:00,2015-08-02 12:54:00,38.4,0,113
inactive,2015-08-02 19:54:00,2015-08-02 12:54:00,2015-08-02 20:22:00,2015-08-02 13:22:00,34.4,0,73
light_activity,2015-08-02 20:22:00,2015-08-02 13:22:00,2015-08-02 20:24:00,2015-08-02 13:24:00,7.1,0,109
inactive,2015-08-02 20:24:00,2015-08-02 13:24:00,2015-08-02 20:28:00,2015-08-02 13:28:00,6.3,0,90
light_activity,2015-08-02 20:28:00,2015-08-02 13:28:00,2015-08-02 20:30:00,2015-08-02 13:30:00,11.9,0,116
inactive,2015-08-02 20:30:00,2015-08-02 13:30:00,2015-08-02 20:53:00,2015-08-02 13:53:00,37.6,0,85
light_activity,2015-08-02 20:53:00,2015-08-02 13:53:00,2015-08-02 20:58:00,2015-08-02 13:58:00,24.1,0,116
inactive,2015-08-02 20:58:00,2015-08-02 13:58:00,2015-08-02 21:19:00,2015-08-02 14:19:00,32.5,0,73
light_activity,2015-08-02 21:19:00,2015-08-02 14:19:00,2015-08-02 21:20:00,2015-08-02 14:20:00,2.6,18,75
inactive,2015-08-02 21:20:00,2015-08-02 14:20:00,2015-08-02 21:47:00,2015-08-02 14:47:00,42.3,0,71
light_activity,2015-08-02 21:47:00,2015-08-02 14:47:00,2015-08-02 21:54:00,2015-08-02 14:54:00,28.1,258,100
moderate_activity,2015-08-02 21:54:00,2015-08-02 14:54:00,2015-08-02 22:15:00,2015-08-02 15:15:00,170.7,2016,110
light_activity,2015-08-02 22:15:00,2015-08-02 15:15:00,2015-08-02 22:16:00,2015-08-02 15:16:00,3.4,30,93
inactive,2015-08-02 22:16:00,2015-08-02 15:16:00,2015-08-02 23:15:00,2015-08-02 16:15:00,76.3,0,72
light_activity,2015-08-02 23:15:00,2015-08-02 16:15:00,2015-08-02 23:33:00,2015-08-02 16:33:00,73.3,737,91
inactive,2015-08-02 23:33:00,2015-08-02 16:33:00,2015-08-02 23:45:00,2015-08-02 16:45:00,17.9,0,84
light_activity,2015-08-02 23:45:00,2015-08-02 16:45:00,2015-08-02 23:47:00,2015-08-02 16:47:00,5.8,40,90
inactive,2015-08-02 23:47:00,2015-08-02 16:47:00,2015-08-03 00:10:00,2015-08-02 17:10:00,35.1,0,78
light_activity,2015-08-03 00:10:00,2015-08-02 17:10:00,2015-08-03 00:19:00,2015-08-02 17:19:00,62.9,796,104
inactive,2015-08-03 00:19:00,2015-08-02 17:19:00,2015-08-03 00:47:00,2015-08-02 17:47:00,38.4,0,77
light_activity,2015-08-03 00:47:00,2015-08-02 17:47:00,2015-08-03 00:51:00,2015-08-02 17:51:00,12.6,122,91
inactive,2015-08-03 00:51:00,2015-08-02 17:51:00,2015-08-03 01:49:00,2015-08-02 18:49:00,69.9,0,76
light_activity,2015-08-03 01:49:00,2015-08-02 18:49:00,2015-08-03 01:57:00,2015-08-02 18:57:00,26.8,219,100
inactive,2015-08-03 01:57:00,2015-08-02 18:57:00,2015-08-03 02:05:00,2015-08-02 19:05:00,12.2,0,95
light_activity,2015-08-03 02:05:00,2015-08-02 19:05:00,2015-08-03 02:11:00,2015-08-02 19:11:00,17.2,148,93
inactive,2015-08-03 02:11:00,2015-08-02 19:11:00,2015-08-03 02:28:00,2015-08-02 19:28:00,18.1,0,81
light_activity,2015-08-03 02:28:00,2015-08-02 19:28:00,2015-08-03 02:29:00,2015-08-02 19:29:00,2.9,0,100
inactive,2015-08-03 02:29:00,2015-08-02 19:29:00,2015-08-03 02:33:00,2015-08-02 19:33:00,3.7,0,80
light_activity,2015-08-03 02:33:00,2015-08-02 19:33:00,2015-08-03 02:34:00,2015-08-02 19:34:00,1.2,6,86
inactive,2015-08-03 02:34:00,2015-08-02 19:34:00,2015-08-03 03:00:00,2015-08-02 20:00:00,26.1,0,80
light_activity,2015-08-03 03:00:00,2015-08-02 20:00:00,2015-08-03 03:05:00,2015-08-02 20:05:00,17.1,162,95
inactive,2015-08-03 03:05:00,2015-08-02 20:05:00,2015-08-03 03:44:00,2015-08-02 20:44:00,50.7,0,78
light_activity,2015-08-03 03:44:00,2015-08-02 20:44:00,2015-08-03 03:45:00,2015-08-02 20:45:00,2.4,10,87
inactive,2015-08-03 03:45:00,2015-08-02 20:45:00,2015-08-03 04:09:00,2015-08-02 21:09:00,31.7,0,80
light_activity,2015-08-03 04:09:00,2015-08-02 21:09:00,2015-08-03 04:22:00,2015-08-02 21:22:00,32.9,175,91
inactive,2015-08-03 04:22:00,2015-08-02 21:22:00,2015-08-03 08:22:00,2015-08-03 01:22:00,220.3,0,72
light_activity,2015-08-03 08:22:00,2015-08-03 01:22:00,2015-08-03 08:23:00,2015-08-03 01:23:00,3,17,84
inactive,2015-08-03 08:23:00,2015-08-03 01:23:00,2015-08-03 08:29:00,2015-08-03 01:29:00,7,0,79
light_activity,2015-08-03 08:29:00,2015-08-03 01:29:00,2015-08-03 08:32:00,2015-08-03 01:32:00,7.8,53,77
inactive,2015-08-03 08:32:00,2015-08-03 01:32:00,2015-08-03 09:02:00,2015-08-03 02:02:00,32.8,0,72
inactive,2015-08-03 09:02:00,2015-08-03 02:02:00,2015-08-03 09:59:00,2015-08-03 02:59:00,56.4,0,69
light_activity,2015-08-03 09:59:00,2015-08-03 02:59:00,2015-08-03 10:01:00,2015-08-03 03:01:00,4.2,21,74
inactive,2015-08-03 10:01:00,2015-08-03 03:01:00,2015-08-03 10:14:00,2015-08-03 03:14:00,17.1,0,81
light_activity,2015-08-03 10:14:00,2015-08-03 03:14:00,2015-08-03 10:15:00,2015-08-03 03:15:00,2.4,16,95
inactive,2015-08-03 10:15:00,2015-08-03 03:15:00,2015-08-03 10:37:00,2015-08-03 03:37:00,22.9,0,72
inactive,2015-08-03 10:37:00,2015-08-03 03:37:00,2015-08-03 13:41:00,2015-08-03 06:41:00,169.3,0,63
light_activity,2015-08-03 13:41:00,2015-08-03 06:41:00,2015-08-03 13:45:00,2015-08-03 06:45:00,7.2,29,89
inactive,2015-08-03 13:45:00,2015-08-03 06:45:00,2015-08-03 14:00:00,2015-08-03 07:00:00,13.6,0,66
light_activity,2015-08-03 14:00:00,2015-08-03 07:00:00,2015-08-03 14:06:00,2015-08-03 07:06:00,15.3,68,91
off_wrist,2015-08-03 14:06:00,2015-08-03 07:06:00,2015-08-03 14:55:00,2015-08-03 07:55:00,44.6,0,
light_activity,2015-08-03 14:55:00,2015-08-03 07:55:00,2015-08-03 14:57:00,2015-08-03 07:57:00,3,19,
moderate_activity,2015-08-03 14:57:00,2015-08-03 07:57:00,2015-08-03 15:07:00,2015-08-03 08:07:00,72.4,794,108
light_activity,2015-08-03 15:07:00,2015-08-03 08:07:00,2015-08-03 15:17:00,2015-08-03 08:17:00,55.5,548,99
inactive,2015-08-03 15:17:00,2015-08-03 08:17:00,2015-08-03 15:47:00,2015-08-03 08:47:00,40.7,0,82
light_activity,2015-08-03 15:47:00,2015-08-03 08:47:00,2015-08-03 15:48:00,2015-08-03 08:48:00,1.7,8,78
inactive,2015-08-03 15:48:00,2015-08-03 08:48:00,2015-08-03 16:27:00,2015-08-03 09:27:00,51.4,0,82
light_activity,2015-08-03 16:27:00,2015-08-03 09:27:00,2015-08-03 16:29:00,2015-08-03 09:29:00,4.5,42,99
inactive,2015-08-03 16:29:00,2015-08-03 09:29:00,2015-08-03 17:12:00,2015-08-03 10:12:00,53.8,0,83
light_activity,2015-08-03 17:12:00,2015-08-03 10:12:00,2015-08-03 17:13:00,2015-08-03 10:13:00,1.8,8,89
inactive,2015-08-03 17:13:00,2015-08-03 10:13:00,2015-08-03 18:06:00,2015-08-03 11:06:00,66.6,0,76
light_activity,2015-08-03 18:06:00,2015-08-03 11:06:00,2015-08-03 18:07:00,2015-08-03 11:07:00,1.5,6,69
inactive,2015-08-03 18:07:00,2015-08-03 11:07:00,2015-08-03 18:19:00,2015-08-03 11:19:00,13.5,0,70
light_activity,2015-08-03 18:19:00,2015-08-03 11:19:00,2015-08-03 18:22:00,2015-08-03 11:22:00,6.1,25,89
moderate_activity,2015-08-03 18:22:00,2015-08-03 11:22:00,2015-08-03 18:32:00,2015-08-03 11:32:00,78.8,773,112
light_activity,2015-08-03 18:32:00,2015-08-03 11:32:00,2015-08-03 18:35:00,2015-08-03 11:35:00,6.3,30,102
inactive,2015-08-03 18:35:00,2015-08-03 11:35:00,2015-08-03 19:08:00,2015-08-03 12:08:00,53.4,0,88
light_activity,2015-08-03 19:08:00,2015-08-03 12:08:00,2015-08-03 19:10:00,2015-08-03 12:10:00,9.8,114,89
inactive,2015-08-03 19:10:00,2015-08-03 12:10:00,2015-08-03 19:17:00,2015-08-03 12:17:00,10.2,0,84
light_activity,2015-08-03 19:17:00,2015-08-03 12:17:00,2015-08-03 19:25:00,2015-08-03 12:25:00,54.8,632,112
inactive,2015-08-03 19:25:00,2015-08-03 12:25:00,2015-08-03 19:29:00,2015-08-03 12:29:00,4.4,0,82
light_activity,2015-08-03 19:29:00,2015-08-03 12:29:00,2015-08-03 19:30:00,2015-08-03 12:30:00,1.4,7,78
inactive,2015-08-03 19:30:00,2015-08-03 12:30:00,2015-08-03 19:54:00,2015-08-03 12:54:00,31.2,0,80
light_activity,2015-08-03 19:54:00,2015-08-03 12:54:00,2015-08-03 19:55:00,2015-08-03 12:55:00,1.7,12,71
inactive,2015-08-03 19:55:00,2015-08-03 12:55:00,2015-08-03 20:04:00,2015-08-03 13:04:00,10.4,0,73
light_activity,2015-08-03 20:04:00,2015-08-03 13:04:00,2015-08-03 20:12:00,2015-08-03 13:12:00,34.7,394,99
inactive,2015-08-03 20:12:00,2015-08-03 13:12:00,2015-08-03 21:16:00,2015-08-03 14:16:00,83.8,0,78
light_activity,2015-08-03 21:16:00,2015-08-03 14:16:00,2015-08-03 21:22:00,2015-08-03 14:22:00,17.2,56,97
inactive,2015-08-03 21:22:00,2015-08-03 14:22:00,2015-08-03 21:26:00,2015-08-03 14:26:00,6.3,0,96
light_activity,2015-08-03 21:26:00,2015-08-03 14:26:00,2015-08-03 21:40:00,2015-08-03 14:40:00,44.4,293,99
inactive,2015-08-03 21:40:00,2015-08-03 14:40:00,2015-08-03 22:34:00,2015-08-03 15:34:00,72.3,0,80
light_activity,2015-08-03 22:34:00,2015-08-03 15:34:00,2015-08-03 22:35:00,2015-08-03 15:35:00,2.9,0,108
inactive,2015-08-03 22:35:00,2015-08-03 15:35:00,2015-08-03 22:54:00,2015-08-03 15:54:00,24.6,0,77
light_activity,2015-08-03 22:54:00,2015-08-03 15:54:00,2015-08-03 23:03:00,2015-08-03 16:03:00,34.1,314,92
inactive,2015-08-03 23:03:00,2015-08-03 16:03:00,2015-08-03 23:10:00,2015-08-03 16:10:00,10.6,0,84
light_activity,2015-08-03 23:10:00,2015-08-03 16:10:00,2015-08-03 23:11:00,2015-08-03 16:11:00,2.4,10,90
inactive,2015-08-03 23:11:00,2015-08-03 16:11:00,2015-08-03 23:14:00,2015-08-03 16:14:00,4.5,0,87
light_activity,2015-08-03 23:14:00,2015-08-03 16:14:00,2015-08-03 23:16:00,2015-08-03 16:16:00,14.6,6,120
inactive,2015-08-03 23:16:00,2015-08-03 16:16:00,2015-08-03 23:42:00,2015-08-03 16:42:00,37.1,0,81
light_activity,2015-08-03 23:42:00,2015-08-03 16:42:00,2015-08-03 23:46:00,2015-08-03 16:46:00,6.9,25,78
inactive,2015-08-03 23:46:00,2015-08-03 16:46:00,2015-08-03 23:52:00,2015-08-03 16:52:00,9.6,0,83
light_activity,2015-08-03 23:52:00,2015-08-03 16:52:00,2015-08-03 23:57:00,2015-08-03 16:57:00,18.9,85,99
inactive,2015-08-03 23:57:00,2015-08-03 16:57:00,2015-08-04 00:08:00,2015-08-03 17:08:00,12.8,0,78
light_activity,2015-08-04 00:08:00,2015-08-03 17:08:00,2015-08-04 00:18:00,2015-08-03 17:18:00,32.6,271,98
moderate_activity,2015-08-04 00:18:00,2015-08-03 17:18:00,2015-08-04 00:51:00,2015-08-03 17:51:00,420.5,4623,143
light_activity,2015-08-04 00:51:00,2015-08-03 17:51:00,2015-08-04 00:53:00,2015-08-03 17:53:00,6.4,72,99
