Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
light_activity,2016-08-31 22:16:00,2016-09-01 00:16:00,2016-08-31 22:22:00,2016-09-01 00:22:00,7,65,90
off_wrist,2016-08-31 22:22:00,2016-09-01 00:22:00,2016-08-31 23:23:00,2016-09-01 01:23:00,65.5,0,
inactive,2016-08-31 23:23:00,2016-09-01 01:23:00,2016-08-31 23:53:00,2016-09-01 01:53:00,38.9,0,81
light_activity,2016-08-31 23:53:00,2016-09-01 01:53:00,2016-08-31 23:54:00,2016-09-01 01:54:00,2.9,0,102
inactive,2016-08-31 23:54:00,2016-09-01 01:54:00,2016-09-01 00:01:00,2016-09-01 02:01:00,10.5,0,87
light_activity,2016-09-01 00:01:00,2016-09-01 02:01:00,2016-09-01 00:02:00,2016-09-01 02:02:00,4.7,0,106
inactive,2016-09-01 00:02:00,2016-09-01 02:02:00,2016-09-01 00:10:00,2016-09-01 02:10:00,13.1,0,88
light_activity,2016-09-01 00:10:00,2016-09-01 02:10:00,2016-09-01 00:12:00,2016-09-01 02:12:00,8.6,0,107
inactive,2016-09-01 00:12:00,2016-09-01 02:12:00,2016-09-01 00:33:00,2016-09-01 02:33:00,27.7,0,81
light_activity,2016-09-01 00:33:00,2016-09-01 02:33:00,2016-09-01 00:34:00,2016-09-01 02:34:00,1.3,13,78
inactive,2016-09-01 00:34:00,2016-09-01 02:34:00,2016-09-01 01:57:00,2016-09-01 03:57:00,92.6,0,73
light_activity,2016-09-01 01:57:00,2016-09-01 03:57:00,2016-09-01 02:07:00,2016-09-01 04:07:00,16.2,86,86
inactive,2016-09-01 02:07:00,2016-09-01 04:07:00,2016-09-01 02:10:00,2016-09-01 04:10:00,3.5,0,77
light_activity,2016-09-01 02:10:00,2016-09-01 04:10:00,2016-09-01 02:12:00,2016-09-01 04:12:00,4.8,8,97
inactive,2016-09-01 02:12:00,2016-09-01 04:12:00,2016-09-01 02:25:00,2016-09-01 04:25:00,17.4,0,80
light_activity,2016-09-01 02:25:00,2016-09-01 04:25:00,2016-09-01 02:26:00,2016-09-01 04:26:00,1.6,39,85
inactive,2016-09-01 02:26:00,2016-09-01 04:26:00,2016-09-01 02:46:00,2016-09-01 04:46:00,24.4,0,68
light_activity,2016-09-01 02:46:00,2016-09-01 04:46:00,2016-09-01 02:47:00,2016-09-01 04:47:00,1.2,16,69
inactive,2016-09-01 02:47:00,2016-09-01 04:47:00,2016-09-01 03:16:00,2016-09-01 05:16:00,31.2,0,58
