Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
light_activity,2016-03-01 08:47:00,2016-03-01 02:47:00,2016-03-01 08:51:00,2016-03-01 02:51:00,7.8,99,88
inactive,2016-03-01 08:51:00,2016-03-01 02:51:00,2016-03-01 09:20:00,2016-03-01 03:20:00,32.7,0,73
light_activity,2016-03-01 09:20:00,2016-03-01 03:20:00,2016-03-01 09:21:00,2016-03-01 03:21:00,1.1,6,74
inactive,2016-03-01 09:21:00,2016-03-01 03:21:00,2016-03-01 09:24:00,2016-03-01 03:24:00,3.5,0,78
light_activity,2016-03-01 09:24:00,2016-03-01 03:24:00,2016-03-01 09:25:00,2016-03-01 03:25:00,1.4,23,75
inactive,2016-03-01 09:25:00,2016-03-01 03:25:00,2016-03-01 09:56:00,2016-03-01 03:56:00,37.7,0,78
light_activity,2016-03-01 09:56:00,2016-03-01 03:56:00,2016-03-01 09:58:00,2016-03-01 03:58:00,4.6,6,89
inactive,2016-03-01 09:58:00,2016-03-01 03:58:00,2016-03-01 10:15:00,2016-03-01 04:15:00,18.5,0,74
light_activity,2016-03-01 10:15:00,2016-03-01 04:15:00,2016-03-01 10:16:00,2016-03-01 04:16:00,1.5,7,80
inactive,2016-03-01 10:16:00,2016-03-01 04:16:00,2016-03-01 10:39:00,2016-03-01 04:39:00,24.8,0,68
light_activity,2016-03-01 10:39:00,2016-03-01 04:39:00,2016-03-01 10:40:00,2016-03-01 04:40:00,1.4,8,82
inactive,2016-03-01 10:40:00,2016-03-01 04:40:00,2016-03-01 10:58:00,2016-03-01 04:58:00,19.2,0,69
light_activity,2016-03-01 10:58:00,2016-03-01 04:58:00,2016-03-01 10:59:00,2016-03-01 04:59:00,1.1,12,72
inactive,2016-03-01 10:59:00,2016-03-01 04:59:00,2016-03-01 13:08:00,2016-03-01 07:08:00,136,0,67
light_activity,2016-03-01 13:08:00,2016-03-01 07:08:00,2016-03-01 13:09:00,2016-03-01 07:09:00,1,12,72
inactive,2016-03-01 13:09:00,2016-03-01 07:09:00,2016-03-01 13:13:00,2016-03-01 07:13:00,4.2,0,74
light_activity,2016-03-01 13:13:00,2016-03-01 07:13:00,2016-03-01 13:27:00,2016-03-01 07:27:00,44.4,622,104
moderate_activity,2016-03-01 13:27:00,2016-03-01 07:27:00,2016-03-01 13:58:00,2016-03-01 07:58:00,220.4,3362,115
light_activity,2016-03-01 13:58:00,2016-03-01 07:58:00,2016-03-01 14:01:00,2016-03-01 08:01:00,10.8,57,105
off_wrist,2016-03-01 14:01:00,2016-03-01 08:01:00,2016-03-01 14:02:00,2016-03-01 08:02:00,0.8,0,
light_activity,2016-03-01 14:02:00,2016-03-01 08:02:00,2016-03-01 14:03:00,2016-03-01 08:03:00,1.9,0,130
off_wrist,2016-03-01 14:03:00,2016-03-01 08:03:00,2016-03-01 14:34:00,2016-03-01 08:34:00,32.7,0,
light_activity,2016-03-01 14:34:00,2016-03-01 08:34:00,2016-03-01 14:46:00,2016-03-01 08:46:00,48.1,488,106
inactive,2016-03-01 14:46:00,2016-03-01 08:46:00,2016-03-01 14:55:00,2016-03-01 08:55:00,15.5,0,90
light_activity,2016-03-01 14:55:00,2016-03-01 08:55:00,2016-03-01 15:04:00,2016-03-01 09:04:00,34,253,102
inactive,2016-03-01 15:04:00,2016-03-01 09:04:00,2016-03-01 15:11:00,2016-03-01 09:11:00,9.7,0,96
light_activity,2016-03-01 15:11:00,2016-03-01 09:11:00,2016-03-01 15:12:00,2016-03-01 09:12:00,3.3,0,108
inactive,2016-03-01 15:12:00,2016-03-01 09:12:00,2016-03-01 15:23:00,2016-03-01 09:23:00,16.5,0,95
off_wrist,2016-03-01 15:23:00,2016-03-01 09:23:00,2016-03-01 15:24:00,2016-03-01 09:24:00,1,0,
light_activity,2016-03-01 15:24:00,2016-03-01 09:24:00,2016-03-01 15:38:00,2016-03-01 09:38:00,46.9,7,107
inactive,2016-03-01 15:38:00,2016-03-01 09:38:00,2016-03-01 15:41:00,2016-03-01 09:41:00,4.5,0,87
light_activity,2016-03-01 15:41:00,2016-03-01 09:41:00,2016-03-01 15:42:00,2016-03-01 09:42:00,5.6,0,110
inactive,2016-03-01 15:42:00,2016-03-01 09:42:00,2016-03-01 15:45:00,2016-03-01 09:45:00,4.6,0,88
light_activity,2016-03-01 15:45:00,2016-03-01 09:45:00,2016-03-01 15:55:00,2016-03-01 09:55:00,40.4,0,105
inactive,2016-03-01 15:55:00,2016-03-01 09:55:00,2016-03-01 16:02:00,2016-03-01 10:02:00,10.8,0,87
light_activity,2016-03-01 16:02:00,2016-03-01 10:02:00,2016-03-01 16:03:00,2016-03-01 10:03:00,4.1,0,106
inactive,2016-03-01 16:03:00,2016-03-01 10:03:00,2016-03-01 16:09:00,2016-03-01 10:09:00,9.2,0,86
light_activity,2016-03-01 16:09:00,2016-03-01 10:09:00,2016-03-01 16:14:00,2016-03-01 10:14:00,24.8,120,110
inactive,2016-03-01 16:14:00,2016-03-01 10:14:00,2016-03-01 16:23:00,2016-03-01 10:23:00,12.2,0,85
light_activity,2016-03-01 16:23:00,2016-03-01 10:23:00,2016-03-01 16:26:00,2016-03-01 10:26:00,14,0,115
inactive,2016-03-01 16:26:00,2016-03-01 10:26:00,2016-03-01 16:33:00,2016-03-01 10:33:00,9,0,87
light_activity,2016-03-01 16:33:00,2016-03-01 10:33:00,2016-03-01 16:34:00,2016-03-01 10:34:00,4.6,0,112
inactive,2016-03-01 16:34:00,2016-03-01 10:34:00,2016-03-01 16:39:00,2016-03-01 10:39:00,4.2,0,79
light_activity,2016-03-01 16:39:00,2016-03-01 10:39:00,2016-03-01 16:44:00,2016-03-01 10:44:00,17.6,236,104
inactive,2016-03-01 16:44:00,2016-03-01 10:44:00,2016-03-01 16:48:00,2016-03-01 10:48:00,6.9,0,90
light_activity,2016-03-01 16:48:00,2016-03-01 10:48:00,2016-03-01 16:49:00,2016-03-01 10:49:00,3.8,0,108
off_wrist,2016-03-01 16:49:00,2016-03-01 10:49:00,2016-03-01 16:50:00,2016-03-01 10:50:00,1.2,0,
inactive,2016-03-01 16:50:00,2016-03-01 10:50:00,2016-03-01 16:54:00,2016-03-01 10:54:00,4.6,0,89
light_activity,2016-03-01 16:54:00,2016-03-01 10:54:00,2016-03-01 16:57:00,2016-03-01 10:57:00,21,0,121
inactive,2016-03-01 16:57:00,2016-03-01 10:57:00,2016-03-01 17:02:00,2016-03-01 11:02:00,9.1,0,94
off_wrist,2016-03-01 17:02:00,2016-03-01 11:02:00,2016-03-01 17:03:00,2016-03-01 11:03:00,0.9,0,
light_activity,2016-03-01 17:03:00,2016-03-01 11:03:00,2016-03-01 17:07:00,2016-03-01 11:07:00,18.3,0,121
inactive,2016-03-01 17:07:00,2016-03-01 11:07:00,2016-03-01 17:12:00,2016-03-01 11:12:00,7.9,0,89
light_activity,2016-03-01 17:12:00,2016-03-01 11:12:00,2016-03-01 17:17:00,2016-03-01 11:17:00,13.2,0,98
inactive,2016-03-01 17:17:00,2016-03-01 11:17:00,2016-03-01 17:21:00,2016-03-01 11:21:00,7.7,0,96
light_activity,2016-03-01 17:21:00,2016-03-01 11:21:00,2016-03-01 17:23:00,2016-03-01 11:23:00,7.6,0,105
inactive,2016-03-01 17:23:00,2016-03-01 11:23:00,2016-03-01 17:26:00,2016-03-01 11:26:00,4.3,0,82
light_activity,2016-03-01 17:26:00,2016-03-01 11:26:00,2016-03-01 17:34:00,2016-03-01 11:34:00,30.6,31,112
off_wrist,2016-03-01 17:34:00,2016-03-01 11:34:00,2016-03-01 17:37:00,2016-03-01 11:37:00,3.2,0,
light_activity,2016-03-01 17:37:00,2016-03-01 11:37:00,2016-03-01 17:43:00,2016-03-01 11:43:00,16.9,8,101
inactive,2016-03-01 17:43:00,2016-03-01 11:43:00,2016-03-01 17:53:00,2016-03-01 11:53:00,12.8,0,85
light_activity,2016-03-01 17:53:00,2016-03-01 11:53:00,2016-03-01 18:02:00,2016-03-01 12:02:00,34.4,0,109
inactive,2016-03-01 18:02:00,2016-03-01 12:02:00,2016-03-01 18:07:00,2016-03-01 12:07:00,5.8,0,71
light_activity,2016-03-01 18:07:00,2016-03-01 12:07:00,2016-03-01 18:20:00,2016-03-01 12:20:00,49.8,313,108
inactive,2016-03-01 18:20:00,2016-03-01 12:20:00,2016-03-01 18:26:00,2016-03-01 12:26:00,7.9,0,82
light_activity,2016-03-01 18:26:00,2016-03-01 12:26:00,2016-03-01 18:27:00,2016-03-01 12:27:00,2.6,0,102
inactive,2016-03-01 18:27:00,2016-03-01 12:27:00,2016-03-01 18:31:00,2016-03-01 12:31:00,6.1,0,87
light_activity,2016-03-01 18:31:00,2016-03-01 12:31:00,2016-03-01 18:35:00,2016-03-01 12:35:00,18.5,90,109
inactive,2016-03-01 18:35:00,2016-03-01 12:35:00,2016-03-01 18:55:00,2016-03-01 12:55:00,23.8,0,72
light_activity,2016-03-01 18:55:00,2016-03-01 12:55:00,2016-03-01 19:08:00,2016-03-01 13:08:00,58.3,491,105
inactive,2016-03-01 19:08:00,2016-03-01 13:08:00,2016-03-01 19:11:00,2016-03-01 13:11:00,4.9,0,90
light_activity,2016-03-01 19:11:00,2016-03-01 13:11:00,2016-03-01 19:21:00,2016-03-01 13:21:00,56.4,0,114
inactive,2016-03-01 19:21:00,2016-03-01 13:21:00,2016-03-01 19:26:00,2016-03-01 13:26:00,10.1,0,94
light_activity,2016-03-01 19:26:00,2016-03-01 13:26:00,2016-03-01 19:35:00,2016-03-01 13:35:00,25.3,60,96
