Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
light_activity,2015-11-01 22:02:00,2015-11-01 14:02:00,2015-11-01 22:12:00,2015-11-01 14:12:00,29.4,269,92
moderate_activity,2015-11-01 22:12:00,2015-11-01 14:12:00,2015-11-01 22:22:00,2015-11-01 14:22:00,77.9,766,113
light_activity,2015-11-01 22:22:00,2015-11-01 14:22:00,2015-11-01 22:27:00,2015-11-01 14:27:00,17.8,168,84
inactive,2015-11-01 22:27:00,2015-11-01 14:27:00,2015-11-01 22:41:00,2015-11-01 14:41:00,14.6,0,67
light_activity,2015-11-01 22:41:00,2015-11-01 14:41:00,2015-11-01 22:42:00,2015-11-01 14:42:00,4.9,0,116
inactive,2015-11-01 22:42:00,2015-11-01 14:42:00,2015-11-01 23:31:00,2015-11-01 15:31:00,54.5,0,69
light_activity,2015-11-01 23:31:00,2015-11-01 15:31:00,2015-11-01 23:54:00,2015-11-01 15:54:00,116.6,1300,97
inactive,2015-11-01 23:54:00,2015-11-01 15:54:00,2015-11-02 00:16:00,2015-11-01 16:16:00,24.4,0,71
light_activity,2015-11-02 00:16:00,2015-11-01 16:16:00,2015-11-02 00:22:00,2015-11-01 16:22:00,29.4,175,100
inactive,2015-11-02 00:22:00,2015-11-01 16:22:00,2015-11-02 00:30:00,2015-11-01 16:30:00,9.6,0,74
moderate_activity,2015-11-02 00:30:00,2015-11-01 16:30:00,2015-11-02 01:26:00,2015-11-01 17:26:00,643.4,7471,137
inactive,2015-11-02 01:26:00,2015-11-01 17:26:00,2015-11-02 01:32:00,2015-11-01 17:32:00,8.6,0,95
light_activity,2015-11-02 01:32:00,2015-11-01 17:32:00,2015-11-02 01:33:00,2015-11-01 17:33:00,2.1,8,91
inactive,2015-11-02 01:33:00,2015-11-01 17:33:00,2015-11-02 01:49:00,2015-11-01 17:49:00,18.2,0,87
light_activity,2015-11-02 01:49:00,2015-11-01 17:49:00,2015-11-02 01:52:00,2015-11-01 17:52:00,9.2,67,96
off_wrist,2015-11-02 01:52:00,2015-11-01 17:52:00,2015-11-02 02:04:00,2015-11-01 18:04:00,10.9,0,
light_activity,2015-11-02 02:04:00,2015-11-01 18:04:00,2015-11-02 02:17:00,2015-11-01 18:17:00,49.6,269,99
inactive,2015-11-02 02:17:00,2015-11-01 18:17:00,2015-11-02 02:30:00,2015-11-01 18:30:00,15.4,0,79
light_activity,2015-11-02 02:30:00,2015-11-01 18:30:00,2015-11-02 02:32:00,2015-11-01 18:32:00,5.6,51,90
inactive,2015-11-02 02:32:00,2015-11-01 18:32:00,2015-11-02 02:47:00,2015-11-01 18:47:00,18.2,0,77
light_activity,2015-11-02 02:47:00,2015-11-01 18:47:00,2015-11-02 02:48:00,2015-11-01 18:48:00,1.9,6,77
inactive,2015-11-02 02:48:00,2015-11-01 18:48:00,2015-11-02 02:56:00,2015-11-01 18:56:00,11.3,0,89
light_activity,2015-11-02 02:56:00,2015-11-01 18:56:00,2015-11-02 02:58:00,2015-11-01 18:58:00,6.3,62,83
inactive,2015-11-02 02:58:00,2015-11-01 18:58:00,2015-11-02 03:13:00,2015-11-01 19:13:00,20.2,0,83
light_activity,2015-11-02 03:13:00,2015-11-01 19:13:00,2015-11-02 03:14:00,2015-11-01 19:14:00,2.1,8,74
inactive,2015-11-02 03:14:00,2015-11-01 19:14:00,2015-11-02 03:22:00,2015-11-01 19:22:00,8.9,0,73
light_activity,2015-11-02 03:22:00,2015-11-01 19:22:00,2015-11-02 03:24:00,2015-11-01 19:24:00,6,39,96
inactive,2015-11-02 03:24:00,2015-11-01 19:24:00,2015-11-02 03:35:00,2015-11-01 19:35:00,14.5,0,76
light_activity,2015-11-02 03:35:00,2015-11-01 19:35:00,2015-11-02 03:50:00,2015-11-01 19:50:00,39.5,284,81
inactive,2015-11-02 03:50:00,2015-11-01 19:50:00,2015-11-02 04:03:00,2015-11-01 20:03:00,16.1,0,71
light_activity,2015-11-02 04:03:00,2015-11-01 20:03:00,2015-11-02 04:04:00,2015-11-01 20:04:00,1.8,8,67
inactive,2015-11-02 04:04:00,2015-11-01 20:04:00,2015-11-02 04:52:00,2015-11-01 20:52:00,59.6,0,71
light_activity,2015-11-02 04:52:00,2015-11-01 20:52:00,2015-11-02 05:01:00,2015-11-01 21:01:00,18.7,107,76
inactive,2015-11-02 05:01:00,2015-11-01 21:01:00,2015-11-02 05:04:00,2015-11-01 21:04:00,4.3,0,79
light_activity,2015-11-02 05:04:00,2015-11-01 21:04:00,2015-11-02 05:35:00,2015-11-01 21:35:00,99.2,801,89
moderate_activity,2015-11-02 05:35:00,2015-11-01 21:35:00,2015-11-02 05:57:00,2015-11-01 21:57:00,178.5,2207,104
light_activity,2015-11-02 05:57:00,2015-11-01 21:57:00,2015-11-02 05:59:00,2015-11-01 21:59:00,6.8,65,84
inactive,2015-11-02 05:59:00,2015-11-01 21:59:00,2015-11-02 06:27:00,2015-11-01 22:27:00,34.1,0,69
light_activity,2015-11-02 06:27:00,2015-11-01 22:27:00,2015-11-02 06:29:00,2015-11-01 22:29:00,13.3,0,114
inactive,2015-11-02 06:29:00,2015-11-01 22:29:00,2015-11-02 06:52:00,2015-11-01 22:52:00,27.7,0,70
light_activity,2015-11-02 06:52:00,2015-11-01 22:52:00,2015-11-02 07:01:00,2015-11-01 23:01:00,28.6,237,91
inactive,2015-11-02 07:01:00,2015-11-01 23:01:00,2015-11-02 11:29:00,2015-11-02 03:29:00,258.2,99,61
inactive,2015-11-02 11:29:00,2015-11-02 03:29:00,2015-11-02 11:35:00,2015-11-02 03:35:00,7.6,0,66
light_activity,2015-11-02 11:35:00,2015-11-02 03:35:00,2015-11-02 11:36:00,2015-11-02 03:36:00,5.5,53,85
inactive,2015-11-02 11:36:00,2015-11-02 03:36:00,2015-11-02 12:17:00,2015-11-02 04:17:00,48.1,0,73
inactive,2015-11-02 12:17:00,2015-11-02 04:17:00,2015-11-02 14:17:00,2015-11-02 06:17:00,115.1,7,57
light_activity,2015-11-02 14:17:00,2015-11-02 06:17:00,2015-11-02 14:23:00,2015-11-02 06:23:00,15.5,121,81
off_wrist,2015-11-02 14:23:00,2015-11-02 06:23:00,2015-11-02 15:06:00,2015-11-02 07:06:00,38.9,0,
light_activity,2015-11-02 15:06:00,2015-11-02 07:06:00,2015-11-02 15:13:00,2015-11-02 07:13:00,25.4,233,102
inactive,2015-11-02 15:13:00,2015-11-02 07:13:00,2015-11-02 15:16:00,2015-11-02 07:16:00,3.6,0,76
light_activity,2015-11-02 15:16:00,2015-11-02 07:16:00,2015-11-02 15:30:00,2015-11-02 07:30:00,42.4,345,92
moderate_activity,2015-11-02 15:30:00,2015-11-02 07:30:00,2015-11-02 15:57:00,2015-11-02 07:57:00,206.3,1226,114
light_activity,2015-11-02 15:57:00,2015-11-02 07:57:00,2015-11-02 16:02:00,2015-11-02 08:02:00,13,68,94
inactive,2015-11-02 16:02:00,2015-11-02 08:02:00,2015-11-02 16:19:00,2015-11-02 08:19:00,23.4,0,91
light_activity,2015-11-02 16:19:00,2015-11-02 08:19:00,2015-11-02 16:21:00,2015-11-02 08:21:00,10.4,0,118
inactive,2015-11-02 16:21:00,2015-11-02 08:21:00,2015-11-02 16:36:00,2015-11-02 08:36:00,19.6,0,87
light_activity,2015-11-02 16:36:00,2015-11-02 08:36:00,2015-11-02 16:37:00,2015-11-02 08:37:00,3,0,112
inactive,2015-11-02 16:37:00,2015-11-02 08:37:00,2015-11-02 16:40:00,2015-11-02 08:40:00,3.8,0,87
light_activity,2015-11-02 16:40:00,2015-11-02 08:40:00,2015-11-02 16:41:00,2015-11-02 08:41:00,2.4,19,91
inactive,2015-11-02 16:41:00,2015-11-02 08:41:00,2015-11-02 16:45:00,2015-11-02 08:45:00,5.2,0,95
light_activity,2015-11-02 16:45:00,2015-11-02 08:45:00,2015-11-02 16:52:00,2015-11-02 08:52:00,32.6,169,107
inactive,2015-11-02 16:52:00,2015-11-02 08:52:00,2015-11-02 16:58:00,2015-11-02 08:58:00,7.9,0,86
light_activity,2015-11-02 16:58:00,2015-11-02 08:58:00,2015-11-02 17:12:00,2015-11-02 09:12:00,50.8,266,102
inactive,2015-11-02 17:12:00,2015-11-02 09:12:00,2015-11-02 17:20:00,2015-11-02 09:20:00,11.2,0,83
light_activity,2015-11-02 17:20:00,2015-11-02 09:20:00,2015-11-02 17:21:00,2015-11-02 09:21:00,5.8,0,113
inactive,2015-11-02 17:21:00,2015-11-02 09:21:00,2015-11-02 17:27:00,2015-11-02 09:27:00,8.9,0,100
light_activity,2015-11-02 17:27:00,2015-11-02 09:27:00,2015-11-02 17:35:00,2015-11-02 09:35:00,35.1,0,114
inactive,2015-11-02 17:35:00,2015-11-02 09:35:00,2015-11-02 17:40:00,2015-11-02 09:40:00,6.8,0,100
light_activity,2015-11-02 17:40:00,2015-11-02 09:40:00,2015-11-02 17:42:00,2015-11-02 09:42:00,7.2,0,113
inactive,2015-11-02 17:42:00,2015-11-02 09:42:00,2015-11-02 17:55:00,2015-11-02 09:55:00,18.5,0,85
light_activity,2015-11-02 17:55:00,2015-11-02 09:55:00,2015-11-02 17:58:00,2015-11-02 09:58:00,10.4,0,112
inactive,2015-11-02 17:58:00,2015-11-02 09:58:00,2015-11-02 18:12:00,2015-11-02 10:12:00,15,0,67
light_activity,2015-11-02 18:12:00,2015-11-02 10:12:00,2015-11-02 18:13:00,2015-11-02 10:13:00,1.9,11,79
inactive,2015-11-02 18:13:00,2015-11-02 10:13:00,2015-11-02 18:17:00,2015-11-02 10:17:00,5.5,0,90
light_activity,2015-11-02 18:17:00,2015-11-02 10:17:00,2015-11-02 18:20:00,2015-11-02 10:20:00,18.6,0,119
inactive,2015-11-02 18:20:00,2015-11-02 10:20:00,2015-11-02 18:35:00,2015-11-02 10:35:00,19.1,0,80
light_activity,2015-11-02 18:35:00,2015-11-02 10:35:00,2015-11-02 18:40:00,2015-11-02 10:40:00,15.9,140,90
inactive,2015-11-02 18:40:00,2015-11-02 10:40:00,2015-11-02 18:48:00,2015-11-02 10:48:00,11.2,0,97
light_activity,2015-11-02 18:48:00,2015-11-02 10:48:00,2015-11-02 18:50:00,2015-11-02 10:50:00,4.3,17,87
inactive,2015-11-02 18:50:00,2015-11-02 10:50:00,2015-11-02 18:59:00,2015-11-02 10:59:00,11.9,0,87
light_activity,2015-11-02 18:59:00,2015-11-02 10:59:00,2015-11-02 19:01:00,2015-11-02 11:01:00,5.9,48,93
inactive,2015-11-02 19:01:00,2015-11-02 11:01:00,2015-11-02 19:04:00,2015-11-02 11:04:00,4.8,0,100
light_activity,2015-11-02 19:04:00,2015-11-02 11:04:00,2015-11-02 19:07:00,2015-11-02 11:07:00,11.1,6,107
inactive,2015-11-02 19:07:00,2015-11-02 11:07:00,2015-11-02 19:26:00,2015-11-02 11:26:00,27,0,89
light_activity,2015-11-02 19:26:00,2015-11-02 11:26:00,2015-11-02 19:31:00,2015-11-02 11:31:00,18.3,154,103
inactive,2015-11-02 19:31:00,2015-11-02 11:31:00,2015-11-02 19:45:00,2015-11-02 11:45:00,17.6,0,78
light_activity,2015-11-02 19:45:00,2015-11-02 11:45:00,2015-11-02 19:46:00,2015-11-02 11:46:00,2.1,7,81
inactive,2015-11-02 19:46:00,2015-11-02 11:46:00,2015-11-02 19:52:00,2015-11-02 11:52:00,9.4,0,94
light_activity,2015-11-02 19:52:00,2015-11-02 11:52:00,2015-11-02 20:04:00,2015-11-02 12:04:00,46.4,42,111
inactive,2015-11-02 20:04:00,2015-11-02 12:04:00,2015-11-02 20:11:00,2015-11-02 12:11:00,12.3,0,97
light_activity,2015-11-02 20:11:00,2015-11-02 12:11:00,2015-11-02 20:13:00,2015-11-02 12:13:00,8.7,0,112
inactive,2015-11-02 20:13:00,2015-11-02 12:13:00,2015-11-02 20:24:00,2015-11-02 12:24:00,13.2,0,64
light_activity,2015-11-02 20:24:00,2015-11-02 12:24:00,2015-11-02 20:26:00,2015-11-02 12:26:00,8.1,11,100
inactive,2015-11-02 20:26:00,2015-11-02 12:26:00,2015-11-02 20:51:00,2015-11-02 12:51:00,32.3,0,76
light_activity,2015-11-02 20:51:00,2015-11-02 12:51:00,2015-11-02 20:59:00,2015-11-02 12:59:00,29.9,266,95
inactive,2015-11-02 20:59:00,2015-11-02 12:59:00,2015-11-02 21:07:00,2015-11-02 13:07:00,10.5,0,82
light_activity,2015-11-02 21:07:00,2015-11-02 13:07:00,2015-11-02 21:11:00,2015-11-02 13:11:00,18.3,206,91
inactive,2015-11-02 21:11:00,2015-11-02 13:11:00,2015-11-02 21:14:00,2015-11-02 13:14:00,4.3,0,99
light_activity,2015-11-02 21:14:00,2015-11-02 13:14:00,2015-11-02 21:22:00,2015-11-02 13:22:00,31.6,0,111
inactive,2015-11-02 21:22:00,2015-11-02 13:22:00,2015-11-02 21:28:00,2015-11-02 13:28:00,8.8,0,95
light_activity,2015-11-02 21:28:00,2015-11-02 13:28:00,2015-11-02 21:32:00,2015-11-02 13:32:00,13.5,0,110
inactive,2015-11-02 21:32:00,2015-11-02 13:32:00,2015-11-02 21:42:00,2015-11-02 13:42:00,13,0,84
light_activity,2015-11-02 21:42:00,2015-11-02 13:42:00,2015-11-02 21:44:00,2015-11-02 13:44:00,9.4,0,116
inactive,2015-11-02 21:44:00,2015-11-02 13:44:00,2015-11-02 21:49:00,2015-11-02 13:49:00,7.6,0,101
light_activity,2015-11-02 21:49:00,2015-11-02 13:49:00,2015-11-02 21:52:00,2015-11-02 13:52:00,7.9,67,78
inactive,2015-11-02 21:52:00,2015-11-02 13:52:00,2015-11-02 21:56:00,2015-11-02 13:56:00,4.7,0,72
light_activity,2015-11-02 21:56:00,2015-11-02 13:56:00,2015-11-02 22:10:00,2015-11-02 14:10:00,59.4,359,106
moderate_activity,2015-11-02 22:10:00,2015-11-02 14:10:00,2015-11-02 22:24:00,2015-11-02 14:24:00,106.3,0,116
inactive,2015-11-02 22:24:00,2015-11-02 14:24:00,2015-11-02 22:36:00,2015-11-02 14:36:00,14.5,0,77
light_activity,2015-11-02 22:36:00,2015-11-02 14:36:00,2015-11-02 22:39:00,2015-11-02 14:39:00,18.1,184,110
inactive,2015-11-02 22:39:00,2015-11-02 14:39:00,2015-11-02 23:00:00,2015-11-02 15:00:00,25.1,0,74
light_activity,2015-11-02 23:00:00,2015-11-02 15:00:00,2015-11-02 23:01:00,2015-11-02 15:01:00,1.8,6,70
inactive,2015-11-02 23:01:00,2015-11-02 15:01:00,2015-11-02 23:29:00,2015-11-02 15:29:00,35,0,73
light_activity,2015-11-02 23:29:00,2015-11-02 15:29:00,2015-11-02 23:33:00,2015-11-02 15:33:00,19.7,236,106
inactive,2015-11-02 23:33:00,2015-11-02 15:33:00,2015-11-02 23:42:00,2015-11-02 15:42:00,12.5,0,80
light_activity,2015-11-02 23:42:00,2015-11-02 15:42:00,2015-11-02 23:43:00,2015-11-02 15:43:00,2.1,6,70
inactive,2015-11-02 23:43:00,2015-11-02 15:43:00,2015-11-03 01:20:00,2015-11-02 17:20:00,112.8,0,66
light_activity,2015-11-03 01:20:00,2015-11-02 17:20:00,2015-11-03 01:24:00,2015-11-02 17:24:00,12.5,94,78
inactive,2015-11-03 01:24:00,2015-11-02 17:24:00,2015-11-03 01:48:00,2015-11-02 17:48:00,31.1,0,86
light_activity,2015-11-03 01:48:00,2015-11-02 17:48:00,2015-11-03 01:52:00,2015-11-02 17:52:00,30.4,376,110
inactive,2015-11-03 01:52:00,2015-11-02 17:52:00,2015-11-03 02:17:00,2015-11-02 18:17:00,33,0,86
light_activity,2015-11-03 02:17:00,2015-11-02 18:17:00,2015-11-03 02:20:00,2015-11-02 18:20:00,8,41,104
moderate_activity,2015-11-03 02:20:00,2015-11-02 18:20:00,2015-11-03 02:40:00,2015-11-02 18:40:00,107.3,346,111
light_activity,2015-11-03 02:40:00,2015-11-02 18:40:00,2015-11-03 02:45:00,2015-11-02 18:45:00,14.4,80,99
inactive,2015-11-03 02:45:00,2015-11-02 18:45:00,2015-11-03 02:49:00,2015-11-02 18:49:00,4.9,0,87
light_activity,2015-11-03 02:49:00,2015-11-02 18:49:00,2015-11-03 02:51:00,2015-11-02 18:51:00,6.2,45,83
inactive,2015-11-03 02:51:00,2015-11-02 18:51:00,2015-11-03 02:54:00,2015-11-02 18:54:00,5.1,0,99
light_activity,2015-11-03 02:54:00,2015-11-02 18:54:00,2015-11-03 02:56:00,2015-11-02 18:56:00,5.9,7,108
inactive,2015-11-03 02:56:00,2015-11-02 18:56:00,2015-11-03 02:59:00,2015-11-02 18:59:00,5.8,0,105
light_activity,2015-11-03 02:59:00,2015-11-02 18:59:00,2015-11-03 03:00:00,2015-11-02 19:00:00,4.8,0,114
inactive,2015-11-03 03:00:00,2015-11-02 19:00:00,2015-11-03 03:04:00,2015-11-02 19:04:00,5.9,0,85
light_activity,2015-11-03 03:04:00,2015-11-02 19:04:00,2015-11-03 03:08:00,2015-11-02 19:08:00,11,86,98
inactive,2015-11-03 03:08:00,2015-11-02 19:08:00,2015-11-03 03:12:00,2015-11-02 19:12:00,4.5,0,77
light_activity,2015-11-03 03:12:00,2015-11-02 19:12:00,2015-11-03 03:16:00,2015-11-02 19:16:00,9.8,64,85
inactive,2015-11-03 03:16:00,2015-11-02 19:16:00,2015-11-03 03:24:00,2015-11-02 19:24:00,11,0,82
light_activity,2015-11-03 03:24:00,2015-11-02 19:24:00,2015-11-03 03:25:00,2015-11-02 19:25:00,2.3,14,77
inactive,2015-11-03 03:25:00,2015-11-02 19:25:00,2015-11-03 03:29:00,2015-11-02 19:29:00,5.8,0,80
light_activity,2015-11-03 03:29:00,2015-11-02 19:29:00,2015-11-03 03:30:00,2015-11-02 19:30:00,2.9,37,82
inactive,2015-11-03 03:30:00,2015-11-02 19:30:00,2015-11-03 03:38:00,2015-11-02 19:38:00,10.6,0,82
light_activity,2015-11-03 03:38:00,2015-11-02 19:38:00,2015-11-03 03:43:00,2015-11-02 19:43:00,14.8,121,85
inactive,2015-11-03 03:43:00,2015-11-02 19:43:00,2015-11-03 04:05:00,2015-11-02 20:05:00,21.9,0,64
light_activity,2015-11-03 04:05:00,2015-11-02 20:05:00,2015-11-03 04:13:00,2015-11-02 20:13:00,18.4,128,82
inactive,2015-11-03 04:13:00,2015-11-02 20:13:00,2015-11-03 04:20:00,2015-11-02 20:20:00,7.8,0,73
light_activity,2015-11-03 04:20:00,2015-11-02 20:20:00,2015-11-03 04:24:00,2015-11-02 20:24:00,9.8,71,87
inactive,2015-11-03 04:24:00,2015-11-02 20:24:00,2015-11-03 04:31:00,2015-11-02 20:31:00,8.2,0,79
light_activity,2015-11-03 04:31:00,2015-11-02 20:31:00,2015-11-03 04:34:00,2015-11-02 20:34:00,7.2,44,87
inactive,2015-11-03 04:34:00,2015-11-02 20:34:00,2015-11-03 04:59:00,2015-11-02 20:59:00,34.8,0,73
light_activity,2015-11-03 04:59:00,2015-11-02 20:59:00,2015-11-03 05:04:00,2015-11-02 21:04:00,11.1,47,92
inactive,2015-11-03 05:04:00,2015-11-02 21:04:00,2015-11-03 05:10:00,2015-11-02 21:10:00,6.8,0,71
light_activity,2015-11-03 05:10:00,2015-11-02 21:10:00,2015-11-03 05:13:00,2015-11-02 21:13:00,8.1,63,87
inactive,2015-11-03 05:13:00,2015-11-02 21:13:00,2015-11-03 05:20:00,2015-11-02 21:20:00,8.5,0,71
light_activity,2015-11-03 05:20:00,2015-11-02 21:20:00,2015-11-03 05:23:00,2015-11-02 21:23:00,8.8,45,89
inactive,2015-11-03 05:23:00,2015-11-02 21:23:00,2015-11-03 05:38:00,2015-11-02 21:38:00,18.4,0,75
light_activity,2015-11-03 05:38:00,2015-11-02 21:38:00,2015-11-03 05:41:00,2015-11-02 21:41:00,9.7,71,89
