Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
light_activity,2016-05-01 07:52:00,2016-05-01 00:52:00,2016-05-01 07:54:00,2016-05-01 00:54:00,2.1,67,92
inactive,2016-05-01 07:54:00,2016-05-01 00:54:00,2016-05-01 08:03:00,2016-05-01 01:03:00,10.1,0,73
light_activity,2016-05-01 08:03:00,2016-05-01 01:03:00,2016-05-01 08:05:00,2016-05-01 01:05:00,3.1,42,81
off_wrist,2016-05-01 08:05:00,2016-05-01 01:05:00,2016-05-01 08:19:00,2016-05-01 01:19:00,15,0,
inactive,2016-05-01 08:19:00,2016-05-01 01:19:00,2016-05-01 09:03:00,2016-05-01 02:03:00,48.7,0,68
light_activity,2016-05-01 09:03:00,2016-05-01 02:03:00,2016-05-01 09:05:00,2016-05-01 02:05:00,2.2,84,71
inactive,2016-05-01 09:05:00,2016-05-01 02:05:00,2016-05-01 14:12:00,2016-05-01 07:12:00,333.4,0,57
light_activity,2016-05-01 14:12:00,2016-05-01 07:12:00,2016-05-01 14:15:00,2016-05-01 07:15:00,10.9,114,102
off_wrist,2016-05-01 14:15:00,2016-05-01 07:15:00,2016-05-01 14:39:00,2016-05-01 07:39:00,25.8,0,
light_activity,2016-05-01 14:39:00,2016-05-01 07:39:00,2016-05-01 15:23:00,2016-05-01 08:23:00,151.4,1106,98
inactive,2016-05-01 15:23:00,2016-05-01 08:23:00,2016-05-01 15:34:00,2016-05-01 08:34:00,13.3,0,70
light_activity,2016-05-01 15:34:00,2016-05-01 08:34:00,2016-05-01 15:39:00,2016-05-01 08:39:00,11.5,238,90
inactive,2016-05-01 15:39:00,2016-05-01 08:39:00,2016-05-01 15:45:00,2016-05-01 08:45:00,6.7,0,61
light_activity,2016-05-01 15:45:00,2016-05-01 08:45:00,2016-05-01 15:51:00,2016-05-01 08:51:00,20.7,306,94
inactive,2016-05-01 15:51:00,2016-05-01 08:51:00,2016-05-01 16:45:00,2016-05-01 09:45:00,65.2,0,68
light_activity,2016-05-01 16:45:00,2016-05-01 09:45:00,2016-05-01 16:48:00,2016-05-01 09:48:00,14.8,0,107
inactive,2016-05-01 16:48:00,2016-05-01 09:48:00,2016-05-01 17:02:00,2016-05-01 10:02:00,17.7,0,70
light_activity,2016-05-01 17:02:00,2016-05-01 10:02:00,2016-05-01 17:05:00,2016-05-01 10:05:00,3.6,117,69
inactive,2016-05-01 17:05:00,2016-05-01 10:05:00,2016-05-01 17:45:00,2016-05-01 10:45:00,48.1,0,68
light_activity,2016-05-01 17:45:00,2016-05-01 10:45:00,2016-05-01 17:49:00,2016-05-01 10:49:00,8.9,165,86
inactive,2016-05-01 17:49:00,2016-05-01 10:49:00,2016-05-01 18:29:00,2016-05-01 11:29:00,50.6,0,70
light_activity,2016-05-01 18:29:00,2016-05-01 11:29:00,2016-05-01 18:33:00,2016-05-01 11:33:00,20.5,0,107
inactive,2016-05-01 18:33:00,2016-05-01 11:33:00,2016-05-01 18:36:00,2016-05-01 11:36:00,5.9,0,92
light_activity,2016-05-01 18:36:00,2016-05-01 11:36:00,2016-05-01 18:40:00,2016-05-01 11:40:00,18.7,24,109
inactive,2016-05-01 18:40:00,2016-05-01 11:40:00,2016-05-01 18:46:00,2016-05-01 11:46:00,7.8,0,67
light_activity,2016-05-01 18:46:00,2016-05-01 11:46:00,2016-05-01 18:47:00,2016-05-01 11:47:00,3.1,0,92
inactive,2016-05-01 18:47:00,2016-05-01 11:47:00,2016-05-01 19:04:00,2016-05-01 12:04:00,22.1,0,70
