Type,Start Time (UTC),Start Time (local),End Time (UTC),End Time (local),Calories,Steps,Average Heart Rate
light_activity,2016-01-02 08:56:00,2016-01-02 03:56:00,2016-01-02 08:57:00,2016-01-02 03:57:00,1.8,33,91
inactive,2016-01-02 08:57:00,2016-01-02 03:57:00,2016-01-02 10:27:00,2016-01-02 05:27:00,96.2,0,74
light_activity,2016-01-02 10:27:00,2016-01-02 05:27:00,2016-01-02 10:31:00,2016-01-02 05:31:00,4.9,98,84
inactive,2016-01-02 10:31:00,2016-01-02 05:31:00,2016-01-02 12:02:00,2016-01-02 07:02:00,97.1,0,65
off_wrist,2016-01-02 12:02:00,2016-01-02 07:02:00,2016-01-02 12:03:00,2016-01-02 07:03:00,1.1,0,63
inactive,2016-01-02 12:03:00,2016-01-02 07:03:00,2016-01-02 13:47:00,2016-01-02 08:47:00,110.6,0,62
light_activity,2016-01-02 13:47:00,2016-01-02 08:47:00,2016-01-02 13:48:00,2016-01-02 08:48:00,1,27,73
inactive,2016-01-02 13:48:00,2016-01-02 08:48:00,2016-01-02 13:54:00,2016-01-02 08:54:00,6.5,0,77
light_activity,2016-01-02 13:54:00,2016-01-02 08:54:00,2016-01-02 14:06:00,2016-01-02 09:06:00,28.9,186,95
inactive,2016-01-02 14:06:00,2016-01-02 09:06:00,2016-01-02 14:09:00,2016-01-02 09:09:00,6.1,0,99
light_activity,2016-01-02 14:09:00,2016-01-02 09:09:00,2016-01-02 14:17:00,2016-01-02 09:17:00,19.8,272,99
moderate_activity,2016-01-02 14:17:00,2016-01-02 09:17:00,2016-01-02 14:56:00,2016-01-02 09:56:00,378.4,5725,133
light_activity,2016-01-02 14:56:00,2016-01-02 09:56:00,2016-01-02 14:59:00,2016-01-02 09:59:00,7.6,97,102
off_wrist,2016-01-02 14:59:00,2016-01-02 09:59:00,2016-01-02 15:25:00,2016-01-02 10:25:00,27.7,0,
light_activity,2016-01-02 15:25:00,2016-01-02 10:25:00,2016-01-02 15:38:00,2016-01-02 10:38:00,36.4,229,100
inactive,2016-01-02 15:38:00,2016-01-02 10:38:00,2016-01-02 15:57:00,2016-01-02 10:57:00,26.3,0,85
light_activity,2016-01-02 15:57:00,2016-01-02 10:57:00,2016-01-02 16:03:00,2016-01-02 11:03:00,14.2,187,96
inactive,2016-01-02 16:03:00,2016-01-02 11:03:00,2016-01-02 16:32:00,2016-01-02 11:32:00,36,0,81
light_activity,2016-01-02 16:32:00,2016-01-02 11:32:00,2016-01-02 17:14:00,2016-01-02 12:14:00,123,1906,98
inactive,2016-01-02 17:14:00,2016-01-02 12:14:00,2016-01-02 17:31:00,2016-01-02 12:31:00,23.1,0,83
light_activity,2016-01-02 17:31:00,2016-01-02 12:31:00,2016-01-02 17:33:00,2016-01-02 12:33:00,3.4,20,91
inactive,2016-01-02 17:33:00,2016-01-02 12:33:00,2016-01-02 17:43:00,2016-01-02 12:43:00,12.8,0,81
light_activity,2016-01-02 17:43:00,2016-01-02 12:43:00,2016-01-02 18:36:00,2016-01-02 13:36:00,178.6,1068,103
inactive,2016-01-02 18:36:00,2016-01-02 13:36:00,2016-01-02 18:39:00,2016-01-02 13:39:00,5,0,91
light_activity,2016-01-02 18:39:00,2016-01-02 13:39:00,2016-01-02 18:43:00,2016-01-02 13:43:00,8.2,105,93
moderate_activity,2016-01-02 18:43:00,2016-01-02 13:43:00,2016-01-02 18:57:00,2016-01-02 13:57:00,72.2,570,111
inactive,2016-01-02 18:57:00,2016-01-02 13:57:00,2016-01-02 19:01:00,2016-01-02 14:01:00,5.5,0,75
light_activity,2016-01-02 19:01:00,2016-01-02 14:01:00,2016-01-02 19:07:00,2016-01-02 14:07:00,19.7,7,96
inactive,2016-01-02 19:07:00,2016-01-02 14:07:00,2016-01-02 19:11:00,2016-01-02 14:11:00,4.5,0,73
light_activity,2016-01-02 19:11:00,2016-01-02 14:11:00,2016-01-02 19:23:00,2016-01-02 14:23:00,33.2,128,99
inactive,2016-01-02 19:23:00,2016-01-02 14:23:00,2016-01-02 20:15:00,2016-01-02 15:15:00,60.3,0,76
light_activity,2016-01-02 20:15:00,2016-01-02 15:15:00,2016-01-02 20:17:00,2016-01-02 15:17:00,6.4,0,103
inactive,2016-01-02 20:17:00,2016-01-02 15:17:00,2016-01-02 20:47:00,2016-01-02 15:47:00,38.3,0,81
light_activity,2016-01-02 20:47:00,2016-01-02 15:47:00,2016-01-02 20:55:00,2016-01-02 15:55:00,14.8,371,88
inactive,2016-01-02 20:55:00,2016-01-02 15:55:00,2016-01-02 20:58:00,2016-01-02 15:58:00,3.5,0,80
light_activity,2016-01-02 20:58:00,2016-01-02 15:58:00,2016-01-02 21:10:00,2016-01-02 16:10:00,21.4,720,87
inactive,2016-01-02 21:10:00,2016-01-02 16:10:00,2016-01-02 21:31:00,2016-01-02 16:31:00,25.4,0,74
light_activity,2016-01-02 21:31:00,2016-01-02 16:31:00,2016-01-02 21:38:00,2016-01-02 16:38:00,14.9,135,87
inactive,2016-01-02 21:38:00,2016-01-02 16:38:00,2016-01-02 21:46:00,2016-01-02 16:46:00,13.4,0,87
light_activity,2016-01-02 21:46:00,2016-01-02 16:46:00,2016-01-02 21:58:00,2016-01-02 16:58:00,29.5,262,92
inactive,2016-01-02 21:58:00,2016-01-02 16:58:00,2016-01-02 22:13:00,2016-01-02 17:13:00,17.4,0,73
light_activity,2016-01-02 22:13:00,2016-01-02 17:13:00,2016-01-02 22:20:00,2016-01-02 17:20:00,20.7,262,98
off_wrist,2016-01-02 22:20:00,2016-01-02 17:20:00,2016-01-02 22:21:00,2016-01-02 17:21:00,0.9,0,
light_activity,2016-01-02 22:21:00,2016-01-02 17:21:00,2016-01-02 22:22:00,2016-01-02 17:22:00,1.2,0,96
off_wrist,2016-01-02 22:22:00,2016-01-02 17:22:00,2016-01-02 22:23:00,2016-01-02 17:23:00,1,0,
light_activity,2016-01-02 22:23:00,2016-01-02 17:23:00,2016-01-02 22:24:00,2016-01-02 17:24:00,0.9,0,75
off_wrist,2016-01-02 22:24:00,2016-01-02 17:24:00,2016-01-02 22:28:00,2016-01-02 17:28:00,4.3,0,81
inactive,2016-01-02 22:28:00,2016-01-02 17:28:00,2016-01-02 22:31:00,2016-01-02 17:31:00,4.5,0,92
light_activity,2016-01-02 22:31:00,2016-01-02 17:31:00,2016-01-02 22:34:00,2016-01-02 17:34:00,9,79,100
inactive,2016-01-02 22:34:00,2016-01-02 17:34:00,2016-01-02 22:38:00,2016-01-02 17:38:00,6.9,0,86
light_activity,2016-01-02 22:38:00,2016-01-02 17:38:00,2016-01-02 22:40:00,2016-01-02 17:40:00,2.3,14,69
inactive,2016-01-02 22:40:00,2016-01-02 17:40:00,2016-01-02 23:52:00,2016-01-02 18:52:00,83.6,0,72
light_activity,2016-01-02 23:52:00,2016-01-02 18:52:00,2016-01-02 23:56:00,2016-01-02 18:56:00,21.9,0,111
inactive,2016-01-02 23:56:00,2016-01-02 18:56:00,2016-01-03 00:05:00,2016-01-02 19:05:00,14.1,0,85
light_activity,2016-01-03 00:05:00,2016-01-02 19:05:00,2016-01-03 00:06:00,2016-01-02 19:06:00,5,0,109
inactive,2016-01-03 00:06:00,2016-01-02 19:06:00,2016-01-03 00:20:00,2016-01-02 19:20:00,17.8,0,80
light_activity,2016-01-03 00:20:00,2016-01-02 19:20:00,2016-01-03 00:25:00,2016-01-02 19:25:00,17.7,0,100
inactive,2016-01-03 00:25:00,2016-01-02 19:25:00,2016-01-03 01:45:00,2016-01-02 20:45:00,86.5,0,71
light_activity,2016-01-03 01:45:00,2016-01-02 20:45:00,2016-01-03 01:46:00,2016-01-02 20:46:00,2.9,0,101
inactive,2016-01-03 01:46:00,2016-01-02 20:46:00,2016-01-03 01:59:00,2016-01-02 20:59:00,18.2,0,82
light_activity,2016-01-03 01:59:00,2016-01-02 20:59:00,2016-01-03 02:00:00,2016-01-02 21:00:00,1.5,7,84
inactive,2016-01-03 02:00:00,2016-01-02 21:00:00,2016-01-03 02:33:00,2016-01-02 21:33:00,36.4,0,73
light_activity,2016-01-03 02:33:00,2016-01-02 21:33:00,2016-01-03 02:34:00,2016-01-02 21:34:00,1.1,12,75
inactive,2016-01-03 02:34:00,2016-01-02 21:34:00,2016-01-03 04:09:00,2016-01-02 23:09:00,104,0,68
light_activity,2016-01-03 04:09:00,2016-01-02 23:09:00,2016-01-03 04:10:00,2016-01-02 23:10:00,1.3,9,77
inactive,2016-01-03 04:10:00,2016-01-02 23:10:00,2016-01-03 04:29:00,2016-01-02 20:29:00,21.3,0,68
light_activity,2016-01-03 04:29:00,2016-01-02 20:29:00,2016-01-03 04:40:00,2016-01-02 20:40:00,33.1,741,94
inactive,2016-01-03 04:40:00,2016-01-02 20:40:00,2016-01-03 04:48:00,2016-01-02 20:48:00,8.7,0,73
light_activity,2016-01-03 04:48:00,2016-01-02 20:48:00,2016-01-03 04:57:00,2016-01-02 20:57:00,20.6,235,91
inactive,2016-01-03 04:57:00,2016-01-02 20:57:00,2016-01-03 05:09:00,2016-01-02 21:09:00,13,0,71
light_activity,2016-01-03 05:09:00,2016-01-02 21:09:00,2016-01-03 05:16:00,2016-01-02 21:16:00,15.4,112,84
inactive,2016-01-03 05:16:00,2016-01-02 21:16:00,2016-01-03 05:19:00,2016-01-02 21:19:00,6.8,0,97
light_activity,2016-01-03 05:19:00,2016-01-02 21:19:00,2016-01-03 05:20:00,2016-01-02 21:20:00,4.1,0,104
inactive,2016-01-03 05:20:00,2016-01-02 21:20:00,2016-01-03 05:41:00,2016-01-02 21:41:00,28.3,0,75
light_activity,2016-01-03 05:41:00,2016-01-02 21:41:00,2016-01-03 05:47:00,2016-01-02 21:47:00,18,186,98
inactive,2016-01-03 05:47:00,2016-01-02 21:47:00,2016-01-03 05:53:00,2016-01-02 21:53:00,12,0,92
light_activity,2016-01-03 05:53:00,2016-01-02 21:53:00,2016-01-03 05:59:00,2016-01-02 21:59:00,9.6,133,78
inactive,2016-01-03 05:59:00,2016-01-02 21:59:00,2016-01-03 06:03:00,2016-01-02 22:03:00,4.4,0,70
light_activity,2016-01-03 06:03:00,2016-01-02 22:03:00,2016-01-03 06:07:00,2016-01-02 22:07:00,6.4,76,80
inactive,2016-01-03 06:07:00,2016-01-02 22:07:00,2016-01-03 06:15:00,2016-01-02 22:15:00,9.2,0,68
light_activity,2016-01-03 06:15:00,2016-01-02 22:15:00,2016-01-03 06:17:00,2016-01-02 22:17:00,3.4,75,82
inactive,2016-01-03 06:17:00,2016-01-02 22:17:00,2016-01-03 06:20:00,2016-01-02 22:20:00,3.6,0,73
light_activity,2016-01-03 06:20:00,2016-01-02 22:20:00,2016-01-03 06:21:00,2016-01-02 22:21:00,1.1,7,61
inactive,2016-01-03 06:21:00,2016-01-02 22:21:00,2016-01-03 06:28:00,2016-01-02 22:28:00,7.7,0,66
light_activity,2016-01-03 06:28:00,2016-01-02 22:28:00,2016-01-03 06:36:00,2016-01-02 22:36:00,29.3,268,99
moderate_activity,2016-01-03 06:36:00,2016-01-02 22:36:00,2016-01-03 06:47:00,2016-01-02 22:47:00,65.4,1091,109
light_activity,2016-01-03 06:47:00,2016-01-02 22:47:00,2016-01-03 06:51:00,2016-01-02 22:51:00,7.9,114,88
inactive,2016-01-03 06:51:00,2016-01-02 22:51:00,2016-01-03 06:59:00,2016-01-02 22:59:00,8.6,0,61
light_activity,2016-01-03 06:59:00,2016-01-02 22:59:00,2016-01-03 07:06:00,2016-01-02 23:06:00,10,177,80
inactive,2016-01-03 07:06:00,2016-01-02 23:06:00,2016-01-03 07:33:00,2016-01-02 23:33:00,29.9,0,61
light_activity,2016-01-03 07:33:00,2016-01-02 23:33:00,2016-01-03 07:47:00,2016-01-02 23:47:00,51.3,511,101
inactive,2016-01-03 07:47:00,2016-01-02 23:47:00,2016-01-03 10:31:00,2016-01-03 02:31:00,177.1,0,58
light_activity,2016-01-03 10:31:00,2016-01-03 02:31:00,2016-01-03 10:37:00,2016-01-03 02:37:00,6.4,85,87
inactive,2016-01-03 10:37:00,2016-01-03 02:37:00,2016-01-03 14:19:00,2016-01-03 06:19:00,237.8,0,65
light_activity,2016-01-03 14:19:00,2016-01-03 06:19:00,2016-01-03 14:29:00,2016-01-03 06:29:00,20.3,187,87
off_wrist,2016-01-03 14:29:00,2016-01-03 06:29:00,2016-01-03 15:04:00,2016-01-03 07:04:00,37.2,0,
light_activity,2016-01-03 15:04:00,2016-01-03 07:04:00,2016-01-03 15:09:00,2016-01-03 07:09:00,22.5,116,107
inactive,2016-01-03 15:09:00,2016-01-03 07:09:00,2016-01-03 15:15:00,2016-01-03 07:15:00,9.2,0,81
light_activity,2016-01-03 15:15:00,2016-01-03 07:15:00,2016-01-03 15:22:00,2016-01-03 07:22:00,24.1,166,98
moderate_activity,2016-01-03 15:22:00,2016-01-03 07:22:00,2016-01-03 15:32:00,2016-01-03 07:32:00,59.5,422,112
light_activity,2016-01-03 15:32:00,2016-01-03 07:32:00,2016-01-03 15:55:00,2016-01-03 07:55:00,108.7,575,107
moderate_activity,2016-01-03 15:55:00,2016-01-03 07:55:00,2016-01-03 16:15:00,2016-01-03 08:15:00,105.1,314,109
inactive,2016-01-03 16:15:00,2016-01-03 08:15:00,2016-01-03 16:18:00,2016-01-03 08:18:00,3.4,0,73
light_activity,2016-01-03 16:18:00,2016-01-03 08:18:00,2016-01-03 16:31:00,2016-01-03 08:31:00,40.6,342,96
inactive,2016-01-03 16:31:00,2016-01-03 08:31:00,2016-01-03 17:01:00,2016-01-03 09:01:00,44.2,0,81
light_activity,2016-01-03 17:01:00,2016-01-03 09:01:00,2016-01-03 17:06:00,2016-01-03 09:06:00,26.1,0,108
inactive,2016-01-03 17:06:00,2016-01-03 09:06:00,2016-01-03 17:15:00,2016-01-03 09:15:00,12.6,0,83
light_activity,2016-01-03 17:15:00,2016-01-03 09:15:00,2016-01-03 17:19:00,2016-01-03 09:19:00,17.5,0,107
inactive,2016-01-03 17:19:00,2016-01-03 09:19:00,2016-01-03 17:22:00,2016-01-03 09:22:00,4.1,0,80
light_activity,2016-01-03 17:22:00,2016-01-03 09:22:00,2016-01-03 17:23:00,2016-01-03 09:23:00,3.7,0,101
inactive,2016-01-03 17:23:00,2016-01-03 09:23:00,2016-01-03 17:27:00,2016-01-03 09:27:00,7.1,0,86
light_activity,2016-01-03 17:27:00,2016-01-03 09:27:00,2016-01-03 17:35:00,2016-01-03 09:35:00,27.1,0,100
inactive,2016-01-03 17:35:00,2016-01-03 09:35:00,2016-01-03 17:39:00,2016-01-03 09:39:00,6.6,0,88
light_activity,2016-01-03 17:39:00,2016-01-03 09:39:00,2016-01-03 17:40:00,2016-01-03 09:40:00,3.3,0,101
inactive,2016-01-03 17:40:00,2016-01-03 09:40:00,2016-01-03 18:03:00,2016-01-03 10:03:00,33.2,0,81
light_activity,2016-01-03 18:03:00,2016-01-03 10:03:00,2016-01-03 18:06:00,2016-01-03 10:06:00,11.6,0,101
inactive,2016-01-03 18:06:00,2016-01-03 10:06:00,2016-01-03 18:17:00,2016-01-03 10:17:00,11.8,0,64
light_activity,2016-01-03 18:17:00,2016-01-03 10:17:00,2016-01-03 18:19:00,2016-01-03 10:19:00,4,74,93
inactive,2016-01-03 18:19:00,2016-01-03 10:19:00,2016-01-03 18:32:00,2016-01-03 10:32:00,16.4,0,70
light_activity,2016-01-03 18:32:00,2016-01-03 10:32:00,2016-01-03 18:40:00,2016-01-03 10:40:00,26.4,13,100
inactive,2016-01-03 18:40:00,2016-01-03 10:40:00,2016-01-03 18:44:00,2016-01-03 10:44:00,6.2,0,82
off_wrist,2016-01-03 18:44:00,2016-01-03 10:44:00,2016-01-03 18:46:00,2016-01-03 10:46:00,2.1,0,
inactive,2016-01-03 18:46:00,2016-01-03 10:46:00,2016-01-03 19:01:00,2016-01-03 11:01:00,19,0,73
light_activity,2016-01-03 19:01:00,2016-01-03 11:01:00,2016-01-03 19:08:00,2016-01-03 11:08:00,23.4,0,100
inactive,2016-01-03 19:08:00,2016-01-03 11:08:00,2016-01-03 19:14:00,2016-01-03 11:14:00,8.2,0,79
light_activity,2016-01-03 19:14:00,2016-01-03 11:14:00,2016-01-03 19:15:00,2016-01-03 11:15:00,2.1,6,98
inactive,2016-01-03 19:15:00,2016-01-03 11:15:00,2016-01-03 19:20:00,2016-01-03 11:20:00,7.1,0,81
light_activity,2016-01-03 19:20:00,2016-01-03 11:20:00,2016-01-03 19:21:00,2016-01-03 11:21:00,1.8,11,91
